Year,Month,MonthId,CountryId,Country,Flow,TotalValue,TotalMass
2002,1,200201,666,Bangladesh,NON-EU,2891745.0,349199.0
2002,1,200201,17,Belgium,EU,3945678.0,138363.0
2002,1,200201,696,Cambodia,NON-EU,1000003.0,110134.0
2002,1,200201,720,China,NON-EU,9317336.0,877861.0
2002,1,200201,1,France,EU,4532659.0,131254.0
2002,1,200201,4,Germany,EU,4436690.0,113663.0
2002,1,200201,740,Hong_Kong,NON-EU,17775481.0,865660.0
2002,1,200201,664,India,NON-EU,2091923.0,164484.0
2002,1,200201,700,Indonesia,NON-EU,3611636.0,291632.0
2002,1,200201,5,Italy,EU,3072171.0,65293.0
2002,1,200201,732,Japan,NON-EU,117878.0,3106.0
2002,1,200201,204,Morocco,NON-EU,10767730.0,1023605.0
2002,1,200201,676,Myanmar,NON-EU,688356.0,93432.0
2002,1,200201,3,Netherlands,EU,2300794.0,87270.0
2002,1,200201,7,Other,EU,1234724.0,72048.0
2002,1,200201,8,Other,EU,227768.0,10979.0
2002,1,200201,9,Other,EU,341692.0,13284.0
2002,1,200201,10,Other,EU,1946076.0,75931.0
2002,1,200201,18,Other,EU,16902.0,77.0
2002,1,200201,28,Other,NON-EU,74415.0,611.0
2002,1,200201,30,Other,EU,87223.0,2138.0
2002,1,200201,32,Other,EU,382551.0,4959.0
2002,1,200201,38,Other,EU,102953.0,1515.0
2002,1,200201,39,Other,NON-EU,230810.0,5101.0
2002,1,200201,46,Other,NON-EU,542903.0,15909.0
2002,1,200201,54,Other,NON-EU,216573.0,17276.0
2002,1,200201,55,Other,NON-EU,3358333.0,198297.0
2002,1,200201,60,Other,NON-EU,681577.0,42818.0
2002,1,200201,61,Other,NON-EU,1335218.0,49926.0
2002,1,200201,63,Other,NON-EU,433794.0,26364.0
2002,1,200201,64,Other,NON-EU,589027.0,45102.0
2002,1,200201,68,Other,NON-EU,1216531.0,134273.0
2002,1,200201,72,Other,NON-EU,1414603.0,154927.0
2002,1,200201,73,Other,NON-EU,93169.0,16172.0
2002,1,200201,74,Other,NON-EU,24982.0,2085.0
2002,1,200201,75,Other,NON-EU,558490.0,48955.0
2002,1,200201,91,Other,NON-EU,26472.0,2663.0
2002,1,200201,92,Other,NON-EU,390101.0,13318.0
2002,1,200201,94,Other,NON-EU,3181.0,200.0
2002,1,200201,96,Other,NON-EU,857362.0,47941.0
2002,1,200201,212,Other,NON-EU,504881.0,51849.0
2002,1,200201,220,Other,NON-EU,1190411.0,67082.0
2002,1,200201,288,Other,NON-EU,1062.0,50.0
2002,1,200201,373,Other,NON-EU,10179.0,314.0
2002,1,200201,388,Other,NON-EU,792601.0,64848.0
2002,1,200201,404,Other,NON-EU,154169.0,8152.0
2002,1,200201,456,Other,NON-EU,7260.0,361.0
2002,1,200201,464,Other,NON-EU,78286.0,3880.0
2002,1,200201,480,Other,NON-EU,3345.0,127.0
2002,1,200201,600,Other,NON-EU,1018368.0,85337.0
2002,1,200201,608,Other,NON-EU,146205.0,12766.0
2002,1,200201,624,Other,NON-EU,814271.0,30522.0
2002,1,200201,636,Other,NON-EU,7454.0,158.0
2002,1,200201,644,Other,NON-EU,7255.0,140.0
2002,1,200201,649,Other,NON-EU,56794.0,4585.0
2002,1,200201,672,Other,NON-EU,38630.0,3174.0
2002,1,200201,684,Other,NON-EU,221888.0,28596.0
2002,1,200201,701,Other,NON-EU,1306357.0,139596.0
2002,1,200201,703,Other,NON-EU,1352.0,111.0
2002,1,200201,706,Other,NON-EU,807014.0,65573.0
2002,1,200201,743,Other,NON-EU,162849.0,12893.0
2002,1,200201,800,Other,NON-EU,28537.0,1094.0
2002,1,200201,804,Other,NON-EU,10936.0,478.0
2002,1,200201,820,Other,NON-EU,7035.0,117.0
2002,1,200201,914,Other,NON-EU,25703.0,3691.0
2002,1,200201,917,Other,NON-EU,644898.0,87625.0
2002,1,200201,920,Other,NON-EU,353280.0,52561.0
2002,1,200201,662,Pakistan,NON-EU,472976.0,73448.0
2002,1,200201,708,Philippines,NON-EU,1059655.0,186477.0
2002,1,200201,66,Romania,NON-EU,10031820.0,1184597.0
2002,1,200201,728,South_Korea,NON-EU,569559.0,60361.0
2002,1,200201,11,Spain,EU,306295.0,1662.0
2002,1,200201,669,Sri_Lanka,NON-EU,2818508.0,265056.0
2002,1,200201,736,Taiwan,NON-EU,920412.0,66103.0
2002,1,200201,680,Thailand,NON-EU,4609197.0,312819.0
2002,1,200201,52,Turkey,NON-EU,9023576.0,783933.0
2002,1,200201,902,USA,NON-EU,477965.0,17845.0
2002,1,200201,690,Vietnam,NON-EU,891636.0,130279.0
2002,2,200202,666,Bangladesh,NON-EU,3539194.0,358809.0
2002,2,200202,17,Belgium,EU,3309799.0,130043.0
2002,2,200202,696,Cambodia,NON-EU,778845.0,97775.0
2002,2,200202,720,China,NON-EU,7902378.0,715577.0
2002,2,200202,1,France,EU,4600137.0,126349.0
2002,2,200202,4,Germany,EU,3315190.0,94455.0
2002,2,200202,740,Hong_Kong,NON-EU,14420713.0,700288.0
2002,2,200202,664,India,NON-EU,2033593.0,169639.0
2002,2,200202,700,Indonesia,NON-EU,3936762.0,277815.0
2002,2,200202,5,Italy,EU,2833507.0,78534.0
2002,2,200202,732,Japan,NON-EU,113265.0,2249.0
2002,2,200202,204,Morocco,NON-EU,6898468.0,697936.0
2002,2,200202,676,Myanmar,NON-EU,544839.0,59526.0
2002,2,200202,3,Netherlands,EU,1975322.0,66176.0
2002,2,200202,7,Other,EU,1527914.0,59678.0
2002,2,200202,8,Other,EU,197412.0,7982.0
2002,2,200202,9,Other,EU,134322.0,3533.0
2002,2,200202,10,Other,EU,2887029.0,112627.0
2002,2,200202,18,Other,EU,16544.0,149.0
2002,2,200202,28,Other,NON-EU,4416.0,83.0
2002,2,200202,30,Other,EU,159377.0,5602.0
2002,2,200202,32,Other,EU,219619.0,2747.0
2002,2,200202,38,Other,EU,61361.0,908.0
2002,2,200202,39,Other,NON-EU,242184.0,2421.0
2002,2,200202,46,Other,NON-EU,299659.0,21026.0
2002,2,200202,53,Other,NON-EU,72326.0,3600.0
2002,2,200202,54,Other,NON-EU,462586.0,33693.0
2002,2,200202,55,Other,NON-EU,3228131.0,243856.0
2002,2,200202,60,Other,NON-EU,940905.0,48144.0
2002,2,200202,61,Other,NON-EU,998758.0,36160.0
2002,2,200202,63,Other,NON-EU,264207.0,15364.0
2002,2,200202,64,Other,NON-EU,646722.0,45954.0
2002,2,200202,68,Other,NON-EU,1587242.0,149196.0
2002,2,200202,72,Other,NON-EU,1177899.0,132684.0
2002,2,200202,73,Other,NON-EU,137949.0,15261.0
2002,2,200202,74,Other,NON-EU,51003.0,5975.0
2002,2,200202,75,Other,NON-EU,196984.0,16147.0
2002,2,200202,91,Other,NON-EU,24752.0,2143.0
2002,2,200202,92,Other,NON-EU,318948.0,8789.0
2002,2,200202,96,Other,NON-EU,683538.0,59722.0
2002,2,200202,212,Other,NON-EU,283679.0,32815.0
2002,2,200202,220,Other,NON-EU,1165907.0,63375.0
2002,2,200202,252,Other,NON-EU,1813.0,159.0
2002,2,200202,373,Other,NON-EU,37639.0,1895.0
2002,2,200202,388,Other,NON-EU,649285.0,36359.0
2002,2,200202,404,Other,NON-EU,272061.0,10628.0
2002,2,200202,480,Other,NON-EU,15815.0,471.0
2002,2,200202,600,Other,NON-EU,906562.0,95433.0
2002,2,200202,608,Other,NON-EU,99495.0,12004.0
2002,2,200202,616,Other,NON-EU,54316.0,21252.0
2002,2,200202,624,Other,NON-EU,652722.0,16911.0
2002,2,200202,632,Other,NON-EU,1489.0,427.0
2002,2,200202,672,Other,NON-EU,12106.0,748.0
2002,2,200202,684,Other,NON-EU,333256.0,34751.0
2002,2,200202,701,Other,NON-EU,1447969.0,146237.0
2002,2,200202,706,Other,NON-EU,760746.0,68393.0
2002,2,200202,743,Other,NON-EU,117227.0,6866.0
2002,2,200202,800,Other,NON-EU,31843.0,823.0
2002,2,200202,804,Other,NON-EU,72332.0,1775.0
2002,2,200202,815,Other,NON-EU,6914.0,165.0
2002,2,200202,820,Other,NON-EU,11846.0,163.0
2002,2,200202,917,Other,NON-EU,808141.0,105501.0
2002,2,200202,920,Other,NON-EU,530756.0,63194.0
2002,2,200202,662,Pakistan,NON-EU,588867.0,90911.0
2002,2,200202,708,Philippines,NON-EU,1028523.0,158208.0
2002,2,200202,66,Romania,NON-EU,12098645.0,1548206.0
2002,2,200202,728,South_Korea,NON-EU,469465.0,30309.0
2002,2,200202,11,Spain,EU,259980.0,5940.0
2002,2,200202,669,Sri_Lanka,NON-EU,3073038.0,295397.0
2002,2,200202,736,Taiwan,NON-EU,381780.0,18512.0
2002,2,200202,680,Thailand,NON-EU,1772444.0,151368.0
2002,2,200202,52,Turkey,NON-EU,7392893.0,636874.0
2002,2,200202,902,USA,NON-EU,647272.0,22493.0
2002,2,200202,690,Vietnam,NON-EU,1546662.0,157636.0
2002,3,200203,666,Bangladesh,NON-EU,3309529.0,395309.0
2002,3,200203,17,Belgium,EU,5067100.0,166321.0
2002,3,200203,696,Cambodia,NON-EU,964236.0,107974.0
2002,3,200203,720,China,NON-EU,6985116.0,641455.0
2002,3,200203,1,France,EU,3495944.0,185241.0
2002,3,200203,4,Germany,EU,3107709.0,72730.0
2002,3,200203,740,Hong_Kong,NON-EU,12716812.0,585845.0
2002,3,200203,664,India,NON-EU,2134998.0,159908.0
2002,3,200203,700,Indonesia,NON-EU,4103571.0,315464.0
2002,3,200203,5,Italy,EU,2712284.0,63203.0
2002,3,200203,732,Japan,NON-EU,138997.0,4173.0
2002,3,200203,628,Jordan,NON-EU,53625.0,4690.0
2002,3,200203,204,Morocco,NON-EU,5950460.0,630860.0
2002,3,200203,676,Myanmar,NON-EU,796867.0,108286.0
2002,3,200203,3,Netherlands,EU,2160277.0,65115.0
2002,3,200203,7,Other,EU,1579305.0,58974.0
2002,3,200203,8,Other,EU,170989.0,7119.0
2002,3,200203,9,Other,EU,154619.0,8534.0
2002,3,200203,10,Other,EU,2568407.0,113224.0
2002,3,200203,18,Other,EU,4601.0,30.0
2002,3,200203,24,Other,NON-EU,25066.0,386.0
2002,3,200203,30,Other,EU,104374.0,2766.0
2002,3,200203,32,Other,EU,226686.0,3105.0
2002,3,200203,38,Other,EU,152501.0,1897.0
2002,3,200203,39,Other,NON-EU,196044.0,5587.0
2002,3,200203,46,Other,NON-EU,527832.0,39663.0
2002,3,200203,53,Other,NON-EU,26119.0,2065.0
2002,3,200203,54,Other,NON-EU,329463.0,22042.0
2002,3,200203,55,Other,NON-EU,3533597.0,261609.0
2002,3,200203,60,Other,NON-EU,685728.0,48948.0
2002,3,200203,61,Other,NON-EU,1015697.0,46550.0
2002,3,200203,63,Other,NON-EU,452158.0,24426.0
2002,3,200203,64,Other,NON-EU,897916.0,67008.0
2002,3,200203,68,Other,NON-EU,1361298.0,150207.0
2002,3,200203,72,Other,NON-EU,1256241.0,149070.0
2002,3,200203,73,Other,NON-EU,44900.0,4085.0
2002,3,200203,74,Other,NON-EU,65458.0,7907.0
2002,3,200203,75,Other,NON-EU,196913.0,23595.0
2002,3,200203,91,Other,NON-EU,63593.0,1281.0
2002,3,200203,92,Other,NON-EU,550442.0,18019.0
2002,3,200203,96,Other,NON-EU,750610.0,76894.0
2002,3,200203,212,Other,NON-EU,474356.0,48679.0
2002,3,200203,220,Other,NON-EU,1024930.0,66794.0
2002,3,200203,346,Other,NON-EU,5982.0,117.0
2002,3,200203,373,Other,NON-EU,116861.0,8495.0
2002,3,200203,388,Other,NON-EU,1526948.0,94359.0
2002,3,200203,404,Other,NON-EU,376210.0,16012.0
2002,3,200203,412,Other,NON-EU,72639.0,1486.0
2002,3,200203,464,Other,NON-EU,633.0,10.0
2002,3,200203,480,Other,NON-EU,126336.0,3752.0
2002,3,200203,508,Other,NON-EU,6099.0,39.0
2002,3,200203,600,Other,NON-EU,1570061.0,125595.0
2002,3,200203,608,Other,NON-EU,225333.0,16820.0
2002,3,200203,624,Other,NON-EU,256245.0,6856.0
2002,3,200203,640,Other,NON-EU,1705.0,33.0
2002,3,200203,644,Other,NON-EU,68528.0,3720.0
2002,3,200203,649,Other,NON-EU,123725.0,19106.0
2002,3,200203,672,Other,NON-EU,3938.0,209.0
2002,3,200203,684,Other,NON-EU,314535.0,28530.0
2002,3,200203,701,Other,NON-EU,1037773.0,128363.0
2002,3,200203,706,Other,NON-EU,815311.0,69052.0
2002,3,200203,743,Other,NON-EU,14490.0,866.0
2002,3,200203,800,Other,NON-EU,9462.0,252.0
2002,3,200203,804,Other,NON-EU,39261.0,1663.0
2002,3,200203,822,Other,NON-EU,9647.0,860.0
2002,3,200203,914,Other,NON-EU,11763.0,1763.0
2002,3,200203,917,Other,NON-EU,660275.0,79764.0
2002,3,200203,920,Other,NON-EU,462322.0,44892.0
2002,3,200203,662,Pakistan,NON-EU,537073.0,73847.0
2002,3,200203,708,Philippines,NON-EU,1049845.0,237993.0
2002,3,200203,66,Romania,NON-EU,14266753.0,1722237.0
2002,3,200203,728,South_Korea,NON-EU,499218.0,34077.0
2002,3,200203,11,Spain,EU,498455.0,14525.0
2002,3,200203,669,Sri_Lanka,NON-EU,3226026.0,303348.0
2002,3,200203,736,Taiwan,NON-EU,633205.0,51011.0
2002,3,200203,680,Thailand,NON-EU,2450027.0,190771.0
2002,3,200203,52,Turkey,NON-EU,7950353.0,674411.0
2002,3,200203,902,USA,NON-EU,293802.0,12161.0
2002,3,200203,690,Vietnam,NON-EU,1277762.0,135766.0
2002,4,200204,666,Bangladesh,NON-EU,2785631.0,306864.0
2002,4,200204,17,Belgium,EU,4352965.0,135874.0
2002,4,200204,696,Cambodia,NON-EU,657656.0,58123.0
2002,4,200204,720,China,NON-EU,5336557.0,505968.0
2002,4,200204,1,France,EU,4812207.0,165483.0
2002,4,200204,4,Germany,EU,2003431.0,57541.0
2002,4,200204,740,Hong_Kong,NON-EU,13819928.0,673899.0
2002,4,200204,664,India,NON-EU,2253858.0,163442.0
2002,4,200204,700,Indonesia,NON-EU,4040304.0,323486.0
2002,4,200204,5,Italy,EU,1883637.0,66354.0
2002,4,200204,732,Japan,NON-EU,47694.0,1297.0
2002,4,200204,204,Morocco,NON-EU,8341564.0,723480.0
2002,4,200204,676,Myanmar,NON-EU,600048.0,76634.0
2002,4,200204,3,Netherlands,EU,2800483.0,96304.0
2002,4,200204,7,Other,EU,1256785.0,73036.0
2002,4,200204,8,Other,EU,98208.0,5583.0
2002,4,200204,9,Other,EU,24474.0,792.0
2002,4,200204,10,Other,EU,2219316.0,88975.0
2002,4,200204,18,Other,EU,1584.0,3.0
2002,4,200204,24,Other,NON-EU,4926.0,325.0
2002,4,200204,28,Other,NON-EU,29594.0,1905.0
2002,4,200204,30,Other,EU,163295.0,5030.0
2002,4,200204,32,Other,EU,40758.0,608.0
2002,4,200204,38,Other,EU,419085.0,7543.0
2002,4,200204,39,Other,NON-EU,127095.0,2528.0
2002,4,200204,46,Other,NON-EU,678105.0,23816.0
2002,4,200204,53,Other,NON-EU,89831.0,6595.0
2002,4,200204,54,Other,NON-EU,262515.0,16545.0
2002,4,200204,55,Other,NON-EU,3416105.0,216105.0
2002,4,200204,60,Other,NON-EU,652888.0,43713.0
2002,4,200204,61,Other,NON-EU,853682.0,28104.0
2002,4,200204,63,Other,NON-EU,432144.0,25595.0
2002,4,200204,64,Other,NON-EU,543574.0,44053.0
2002,4,200204,68,Other,NON-EU,998772.0,108617.0
2002,4,200204,72,Other,NON-EU,1611943.0,209806.0
2002,4,200204,73,Other,NON-EU,251687.0,36839.0
2002,4,200204,74,Other,NON-EU,135200.0,16735.0
2002,4,200204,75,Other,NON-EU,319218.0,18469.0
2002,4,200204,91,Other,NON-EU,32351.0,2490.0
2002,4,200204,92,Other,NON-EU,808801.0,23424.0
2002,4,200204,93,Other,NON-EU,29486.0,4810.0
2002,4,200204,96,Other,NON-EU,861507.0,72306.0
2002,4,200204,212,Other,NON-EU,724760.0,72710.0
2002,4,200204,220,Other,NON-EU,1625013.0,89219.0
2002,4,200204,373,Other,NON-EU,105079.0,6615.0
2002,4,200204,388,Other,NON-EU,992285.0,72949.0
2002,4,200204,404,Other,NON-EU,302117.0,13364.0
2002,4,200204,412,Other,NON-EU,198371.0,4982.0
2002,4,200204,480,Other,NON-EU,13979.0,554.0
2002,4,200204,528,Other,NON-EU,4377.0,750.0
2002,4,200204,600,Other,NON-EU,1126883.0,102903.0
2002,4,200204,608,Other,NON-EU,898528.0,49534.0
2002,4,200204,616,Other,NON-EU,28239.0,11020.0
2002,4,200204,624,Other,NON-EU,230798.0,4717.0
2002,4,200204,632,Other,NON-EU,9077.0,380.0
2002,4,200204,649,Other,NON-EU,36073.0,5800.0
2002,4,200204,672,Other,NON-EU,5937.0,135.0
2002,4,200204,684,Other,NON-EU,559719.0,52800.0
2002,4,200204,701,Other,NON-EU,923925.0,108754.0
2002,4,200204,706,Other,NON-EU,756008.0,64853.0
2002,4,200204,743,Other,NON-EU,42959.0,3061.0
2002,4,200204,800,Other,NON-EU,105218.0,1701.0
2002,4,200204,804,Other,NON-EU,33682.0,1135.0
2002,4,200204,815,Other,NON-EU,10799.0,563.0
2002,4,200204,914,Other,NON-EU,5725.0,423.0
2002,4,200204,917,Other,NON-EU,630142.0,63792.0
2002,4,200204,920,Other,NON-EU,861488.0,94770.0
2002,4,200204,662,Pakistan,NON-EU,679471.0,101639.0
2002,4,200204,708,Philippines,NON-EU,1443875.0,337160.0
2002,4,200204,66,Romania,NON-EU,14650159.0,1765804.0
2002,4,200204,728,South_Korea,NON-EU,764935.0,102118.0
2002,4,200204,11,Spain,EU,302664.0,4063.0
2002,4,200204,669,Sri_Lanka,NON-EU,2557303.0,252062.0
2002,4,200204,736,Taiwan,NON-EU,685182.0,50490.0
2002,4,200204,680,Thailand,NON-EU,1695270.0,165435.0
2002,4,200204,52,Turkey,NON-EU,9789550.0,843059.0
2002,4,200204,902,USA,NON-EU,506096.0,20994.0
2002,4,200204,690,Vietnam,NON-EU,1333204.0,149958.0
2002,5,200205,666,Bangladesh,NON-EU,3715681.0,436315.0
2002,5,200205,17,Belgium,EU,3978257.0,127086.0
2002,5,200205,696,Cambodia,NON-EU,896285.0,97028.0
2002,5,200205,720,China,NON-EU,7156236.0,713563.0
2002,5,200205,1,France,EU,2635844.0,90524.0
2002,5,200205,4,Germany,EU,1826796.0,39301.0
2002,5,200205,740,Hong_Kong,NON-EU,17394935.0,787240.0
2002,5,200205,664,India,NON-EU,2494192.0,181312.0
2002,5,200205,700,Indonesia,NON-EU,4456012.0,343600.0
2002,5,200205,5,Italy,EU,1736548.0,73409.0
2002,5,200205,732,Japan,NON-EU,64327.0,1980.0
2002,5,200205,204,Morocco,NON-EU,8532969.0,771130.0
2002,5,200205,676,Myanmar,NON-EU,700216.0,93093.0
2002,5,200205,3,Netherlands,EU,1891187.0,71788.0
2002,5,200205,7,Other,EU,944956.0,65232.0
2002,5,200205,8,Other,EU,98579.0,4962.0
2002,5,200205,9,Other,EU,143749.0,5548.0
2002,5,200205,10,Other,EU,3378145.0,130979.0
2002,5,200205,18,Other,EU,13079.0,86.0
2002,5,200205,28,Other,NON-EU,897.0,58.0
2002,5,200205,30,Other,EU,68773.0,3279.0
2002,5,200205,32,Other,EU,7302.0,228.0
2002,5,200205,38,Other,EU,107207.0,1530.0
2002,5,200205,39,Other,NON-EU,159580.0,3692.0
2002,5,200205,46,Other,NON-EU,450387.0,33272.0
2002,5,200205,54,Other,NON-EU,321062.0,20936.0
2002,5,200205,55,Other,NON-EU,3180060.0,236300.0
2002,5,200205,60,Other,NON-EU,631219.0,42297.0
2002,5,200205,61,Other,NON-EU,801701.0,27688.0
2002,5,200205,63,Other,NON-EU,207434.0,9325.0
2002,5,200205,64,Other,NON-EU,695227.0,52124.0
2002,5,200205,68,Other,NON-EU,996981.0,116407.0
2002,5,200205,72,Other,NON-EU,1056831.0,156867.0
2002,5,200205,73,Other,NON-EU,200218.0,19251.0
2002,5,200205,74,Other,NON-EU,100881.0,13252.0
2002,5,200205,75,Other,NON-EU,391887.0,19079.0
2002,5,200205,91,Other,NON-EU,1289.0,21.0
2002,5,200205,92,Other,NON-EU,285832.0,8668.0
2002,5,200205,93,Other,NON-EU,4441.0,871.0
2002,5,200205,96,Other,NON-EU,886492.0,74482.0
2002,5,200205,212,Other,NON-EU,727551.0,63623.0
2002,5,200205,220,Other,NON-EU,1170821.0,96314.0
2002,5,200205,248,Other,NON-EU,4791.0,585.0
2002,5,200205,276,Other,NON-EU,823.0,283.0
2002,5,200205,329,Other,NON-EU,1934.0,51.0
2002,5,200205,346,Other,NON-EU,112910.0,8795.0
2002,5,200205,370,Other,NON-EU,82089.0,4890.0
2002,5,200205,373,Other,NON-EU,391899.0,23926.0
2002,5,200205,388,Other,NON-EU,1154094.0,76418.0
2002,5,200205,391,Other,NON-EU,15032.0,2275.0
2002,5,200205,404,Other,NON-EU,317596.0,13065.0
2002,5,200205,412,Other,NON-EU,48685.0,1949.0
2002,5,200205,428,Other,NON-EU,7107.0,155.0
2002,5,200205,480,Other,NON-EU,10113.0,464.0
2002,5,200205,600,Other,NON-EU,851168.0,74882.0
2002,5,200205,608,Other,NON-EU,478678.0,39235.0
2002,5,200205,624,Other,NON-EU,218664.0,2637.0
2002,5,200205,644,Other,NON-EU,45282.0,2591.0
2002,5,200205,649,Other,NON-EU,68579.0,13431.0
2002,5,200205,672,Other,NON-EU,8933.0,170.0
2002,5,200205,684,Other,NON-EU,411446.0,39001.0
2002,5,200205,701,Other,NON-EU,913007.0,98865.0
2002,5,200205,706,Other,NON-EU,702099.0,60389.0
2002,5,200205,743,Other,NON-EU,26601.0,2687.0
2002,5,200205,800,Other,NON-EU,18832.0,498.0
2002,5,200205,804,Other,NON-EU,9076.0,308.0
2002,5,200205,917,Other,NON-EU,246009.0,29426.0
2002,5,200205,920,Other,NON-EU,715172.0,76960.0
2002,5,200205,662,Pakistan,NON-EU,898306.0,136462.0
2002,5,200205,708,Philippines,NON-EU,875717.0,198391.0
2002,5,200205,66,Romania,NON-EU,12362104.0,1457108.0
2002,5,200205,728,South_Korea,NON-EU,400953.0,34758.0
2002,5,200205,11,Spain,EU,348237.0,5547.0
2002,5,200205,669,Sri_Lanka,NON-EU,3108370.0,308243.0
2002,5,200205,736,Taiwan,NON-EU,668334.0,49791.0
2002,5,200205,680,Thailand,NON-EU,2116991.0,150833.0
2002,5,200205,52,Turkey,NON-EU,10285402.0,904645.0
2002,5,200205,902,USA,NON-EU,506548.0,11221.0
2002,5,200205,690,Vietnam,NON-EU,954074.0,133415.0
2002,6,200206,666,Bangladesh,NON-EU,3222755.0,352081.0
2002,6,200206,17,Belgium,EU,2067620.0,85362.0
2002,6,200206,696,Cambodia,NON-EU,1275950.0,114547.0
2002,6,200206,720,China,NON-EU,5772204.0,599643.0
2002,6,200206,1,France,EU,3414443.0,94774.0
2002,6,200206,4,Germany,EU,2860267.0,121618.0
2002,6,200206,740,Hong_Kong,NON-EU,13030147.0,612278.0
2002,6,200206,664,India,NON-EU,1544963.0,121271.0
2002,6,200206,700,Indonesia,NON-EU,3941794.0,292696.0
2002,6,200206,5,Italy,EU,2382345.0,83671.0
2002,6,200206,732,Japan,NON-EU,100950.0,2586.0
2002,6,200206,204,Morocco,NON-EU,8772670.0,775779.0
2002,6,200206,676,Myanmar,NON-EU,551707.0,91489.0
2002,6,200206,3,Netherlands,EU,2606187.0,112251.0
2002,6,200206,7,Other,EU,1474067.0,61288.0
2002,6,200206,8,Other,EU,117348.0,7371.0
2002,6,200206,9,Other,EU,125364.0,3882.0
2002,6,200206,10,Other,EU,2339915.0,107201.0
2002,6,200206,18,Other,EU,9617.0,58.0
2002,6,200206,28,Other,NON-EU,3489.0,119.0
2002,6,200206,30,Other,EU,162934.0,8476.0
2002,6,200206,32,Other,EU,27901.0,325.0
2002,6,200206,38,Other,EU,99925.0,1932.0
2002,6,200206,39,Other,NON-EU,362994.0,9600.0
2002,6,200206,46,Other,NON-EU,516069.0,22836.0
2002,6,200206,54,Other,NON-EU,321662.0,21660.0
2002,6,200206,55,Other,NON-EU,3102287.0,194697.0
2002,6,200206,60,Other,NON-EU,1112165.0,55705.0
2002,6,200206,61,Other,NON-EU,925325.0,31260.0
2002,6,200206,63,Other,NON-EU,48420.0,2497.0
2002,6,200206,64,Other,NON-EU,555408.0,36451.0
2002,6,200206,68,Other,NON-EU,1008361.0,119397.0
2002,6,200206,72,Other,NON-EU,1334581.0,287828.0
2002,6,200206,73,Other,NON-EU,143052.0,19162.0
2002,6,200206,74,Other,NON-EU,37665.0,6782.0
2002,6,200206,75,Other,NON-EU,730526.0,31607.0
2002,6,200206,92,Other,NON-EU,156906.0,4947.0
2002,6,200206,93,Other,NON-EU,63320.0,10144.0
2002,6,200206,96,Other,NON-EU,740235.0,48778.0
2002,6,200206,212,Other,NON-EU,517651.0,37251.0
2002,6,200206,220,Other,NON-EU,997679.0,81429.0
2002,6,200206,346,Other,NON-EU,69499.0,6549.0
2002,6,200206,373,Other,NON-EU,93473.0,5500.0
2002,6,200206,388,Other,NON-EU,1190514.0,98779.0
2002,6,200206,404,Other,NON-EU,122433.0,3683.0
2002,6,200206,480,Other,NON-EU,29882.0,1046.0
2002,6,200206,600,Other,NON-EU,710211.0,75779.0
2002,6,200206,608,Other,NON-EU,649239.0,48615.0
2002,6,200206,616,Other,NON-EU,30247.0,12000.0
2002,6,200206,624,Other,NON-EU,182241.0,4657.0
2002,6,200206,632,Other,NON-EU,53173.0,5338.0
2002,6,200206,649,Other,NON-EU,25550.0,7138.0
2002,6,200206,672,Other,NON-EU,13255.0,839.0
2002,6,200206,684,Other,NON-EU,240007.0,28358.0
2002,6,200206,701,Other,NON-EU,831673.0,81060.0
2002,6,200206,706,Other,NON-EU,612670.0,50044.0
2002,6,200206,743,Other,NON-EU,30953.0,2801.0
2002,6,200206,800,Other,NON-EU,59101.0,3166.0
2002,6,200206,804,Other,NON-EU,56487.0,1950.0
2002,6,200206,815,Other,NON-EU,10779.0,310.0
2002,6,200206,917,Other,NON-EU,368292.0,40007.0
2002,6,200206,920,Other,NON-EU,608359.0,60485.0
2002,6,200206,662,Pakistan,NON-EU,529141.0,87400.0
2002,6,200206,708,Philippines,NON-EU,1147630.0,221760.0
2002,6,200206,66,Romania,NON-EU,13658293.0,1400786.0
2002,6,200206,728,South_Korea,NON-EU,542227.0,61393.0
2002,6,200206,11,Spain,EU,185375.0,4381.0
2002,6,200206,669,Sri_Lanka,NON-EU,2750929.0,277303.0
2002,6,200206,736,Taiwan,NON-EU,506901.0,41123.0
2002,6,200206,680,Thailand,NON-EU,1482693.0,122080.0
2002,6,200206,52,Turkey,NON-EU,8294156.0,688335.0
2002,6,200206,902,USA,NON-EU,450354.0,15913.0
2002,6,200206,690,Vietnam,NON-EU,481028.0,60431.0
2002,7,200207,666,Bangladesh,NON-EU,2319495.0,337344.0
2002,7,200207,17,Belgium,EU,5382981.0,165766.0
2002,7,200207,696,Cambodia,NON-EU,1308256.0,129933.0
2002,7,200207,720,China,NON-EU,7672237.0,823963.0
2002,7,200207,1,France,EU,3258860.0,73131.0
2002,7,200207,4,Germany,EU,3781156.0,196729.0
2002,7,200207,740,Hong_Kong,NON-EU,14265412.0,718189.0
2002,7,200207,664,India,NON-EU,1707570.0,145942.0
2002,7,200207,700,Indonesia,NON-EU,2359693.0,217987.0
2002,7,200207,5,Italy,EU,3514670.0,191249.0
2002,7,200207,732,Japan,NON-EU,202505.0,8667.0
2002,7,200207,628,Jordan,NON-EU,36313.0,3200.0
2002,7,200207,204,Morocco,NON-EU,11488015.0,1085929.0
2002,7,200207,676,Myanmar,NON-EU,533690.0,67262.0
